Series,Time,Value
Load,2021-07-19T15:00:00+07:00,null
Load,2021-07-19T16:00:00+07:00,null
Load,2021-07-19T17:00:00+07:00,null
Load,2021-07-19T18:00:00+07:00,null
Load,2021-07-19T19:00:00+07:00,null
Load,2021-07-19T20:00:00+07:00,null
Load,2021-07-19T21:00:00+07:00,null
Load,2021-07-19T22:00:00+07:00,null
Load,2021-07-19T23:00:00+07:00,null
Load,2021-07-20T00:00:00+07:00,null
Load,2021-07-20T01:00:00+07:00,null
Load,2021-07-20T02:00:00+07:00,null
Load,2021-07-20T03:00:00+07:00,null
Load,2021-07-20T04:00:00+07:00,null
Load,2021-07-20T05:00:00+07:00,null
Load,2021-07-20T06:00:00+07:00,null
Load,2021-07-20T07:00:00+07:00,null
Load,2021-07-20T08:00:00+07:00,null
Load,2021-07-20T09:00:00+07:00,null
Load,2021-07-20T10:00:00+07:00,null
Load,2021-07-20T11:00:00+07:00,null
Load,2021-07-20T12:00:00+07:00,null
Load,2021-07-20T13:00:00+07:00,null
Load,2021-07-20T14:00:00+07:00,null
Load,2021-07-20T15:00:00+07:00,null
Load,2021-07-20T16:00:00+07:00,null
Load,2021-07-20T17:00:00+07:00,null
Load,2021-07-20T18:00:00+07:00,null
Load,2021-07-20T19:00:00+07:00,null
Load,2021-07-20T20:00:00+07:00,null
Load,2021-07-20T21:00:00+07:00,null
Load,2021-07-20T22:00:00+07:00,null
Load,2021-07-20T23:00:00+07:00,null
Load,2021-07-21T00:00:00+07:00,null
Load,2021-07-21T01:00:00+07:00,null
Load,2021-07-21T02:00:00+07:00,null
Load,2021-07-21T03:00:00+07:00,null
Load,2021-07-21T04:00:00+07:00,null
Load,2021-07-21T05:00:00+07:00,null
Load,2021-07-21T06:00:00+07:00,null
Load,2021-07-21T07:00:00+07:00,null
Load,2021-07-21T08:00:00+07:00,null
Load,2021-07-21T09:00:00+07:00,null
Load,2021-07-21T10:00:00+07:00,null
Load,2021-07-21T11:00:00+07:00,null
Load,2021-07-21T12:00:00+07:00,null
Load,2021-07-21T13:00:00+07:00,null
Load,2021-07-21T14:00:00+07:00,null
Load,2021-07-21T15:00:00+07:00,null
Load,2021-07-21T16:00:00+07:00,null
Load,2021-07-21T17:00:00+07:00,null
Load,2021-07-21T18:00:00+07:00,null
Load,2021-07-21T19:00:00+07:00,null
Load,2021-07-21T20:00:00+07:00,null
Load,2021-07-21T21:00:00+07:00,null
Load,2021-07-21T22:00:00+07:00,null
Load,2021-07-21T23:00:00+07:00,null
Load,2021-07-22T00:00:00+07:00,null
Load,2021-07-22T01:00:00+07:00,null
Load,2021-07-22T02:00:00+07:00,null
Load,2021-07-22T03:00:00+07:00,null
Load,2021-07-22T04:00:00+07:00,null
Load,2021-07-22T05:00:00+07:00,null
Load,2021-07-22T06:00:00+07:00,null
Load,2021-07-22T07:00:00+07:00,null
Load,2021-07-22T08:00:00+07:00,null
Load,2021-07-22T09:00:00+07:00,null
Load,2021-07-22T10:00:00+07:00,null
Load,2021-07-22T11:00:00+07:00,null
Load,2021-07-22T12:00:00+07:00,null
Load,2021-07-22T13:00:00+07:00,null
Load,2021-07-22T14:00:00+07:00,null
Load,2021-07-22T15:00:00+07:00,null
Load,2021-07-22T16:00:00+07:00,null
Load,2021-07-22T17:00:00+07:00,null
Load,2021-07-22T18:00:00+07:00,null
Load,2021-07-22T19:00:00+07:00,null
Load,2021-07-22T20:00:00+07:00,null
Load,2021-07-22T21:00:00+07:00,null
Load,2021-07-22T22:00:00+07:00,null
Load,2021-07-22T23:00:00+07:00,null
Load,2021-07-23T00:00:00+07:00,null
Load,2021-07-23T01:00:00+07:00,null
Load,2021-07-23T02:00:00+07:00,null
Load,2021-07-23T03:00:00+07:00,null
Load,2021-07-23T04:00:00+07:00,null
Load,2021-07-23T05:00:00+07:00,null
Load,2021-07-23T06:00:00+07:00,null
Load,2021-07-23T07:00:00+07:00,null
Load,2021-07-23T08:00:00+07:00,null
Load,2021-07-23T09:00:00+07:00,null
Load,2021-07-23T10:00:00+07:00,251,55187225341797
Load,2021-07-23T11:00:00+07:00,240,3036117553711
Load,2021-07-23T12:00:00+07:00,234,87110137939453
Load,2021-07-23T13:00:00+07:00,250,62435150146484
Load,2021-07-23T14:00:00+07:00,295,4343681335449
Load,2021-07-23T15:00:00+07:00,335,676162481308
Load,2021-07-23T16:00:00+07:00,449,323335647583
Load,2021-07-23T17:00:00+07:00,486,3665771484375
Load,2021-07-23T18:00:00+07:00,413,414652466774
Load,2021-07-23T19:00:00+07:00,391,31997615098953
Load,2021-07-23T20:00:00+07:00,351,3215976059437
Load,2021-07-23T21:00:00+07:00,304,31986474990845
Load,2021-07-23T22:00:00+07:00,277,31829530000687
Load,2021-07-23T23:00:00+07:00,266,3156023621559
Load,2021-07-24T00:00:00+07:00,262,3154006898403
Load,2021-07-24T01:00:00+07:00,256,3143792152405
Load,2021-07-24T02:00:00+07:00,263,31628185510635
Load,2021-07-24T03:00:00+07:00,285,3166301250458
Load,2021-07-24T04:00:00+07:00,351,3314853310585
Load,2021-07-24T05:00:00+07:00,380,0835838317871
Load,2021-07-24T06:00:00+07:00,371,82137298583984
Load,2021-07-24T07:00:00+07:00,331,2418212890625
Load,2021-07-24T08:00:00+07:00,311,69830322265625
Load,2021-07-24T09:00:00+07:00,265,85777282714844
Load,2021-07-24T10:00:00+07:00,246,7652816772461
Load,2021-07-24T11:00:00+07:00,235,48568725585938
Load,2021-07-24T12:00:00+07:00,239,34152221679688
Load,2021-07-24T13:00:00+07:00,248,0275535583496
Load,2021-07-24T14:00:00+07:00,302,6889419555664
Load,2021-07-24T15:00:00+07:00,348,8108673095703
Load,2021-07-24T16:00:00+07:00,470,4600772857666
Load,2021-07-24T17:00:00+07:00,503,0882568359375
Load,2021-07-24T18:00:00+07:00,399,9291892051697
Load,2021-07-24T19:00:00+07:00,409,09555929899216
Load,2021-07-24T20:00:00+07:00,356,09282127022743
Load,2021-07-24T21:00:00+07:00,315,0908245742321
Load,2021-07-24T22:00:00+07:00,285,0899370908737
Load,2021-07-24T23:00:00+07:00,275,0907523930073
Load,2021-07-25T00:00:00+07:00,264,09123373031616
Load,2021-07-25T01:00:00+07:00,260,0909681022167
Load,2021-07-25T02:00:00+07:00,259,0909681022167
Load,2021-07-25T03:00:00+07:00,281,09145748615265
Load,2021-07-25T04:00:00+07:00,330,10256415605545
Load,2021-07-25T05:00:00+07:00,343,1415481567383
Load,2021-07-25T06:00:00+07:00,298,7113628387451
Load,2021-07-25T07:00:00+07:00,280,4762649536133
Load,2021-07-25T08:00:00+07:00,281,45252227783203
Load,2021-07-25T09:00:00+07:00,265,59089279174805
Load,2021-07-25T10:00:00+07:00,241,27365493774414
Load,2021-07-25T11:00:00+07:00,221,55633544921875
Load,2021-07-25T12:00:00+07:00,232,9591064453125
Load,2021-07-25T13:00:00+07:00,257,54351806640625
Load,2021-07-25T14:00:00+07:00,294,3486671447754
Load,2021-07-25T15:00:00+07:00,332,95508575439453
Load,2021-07-25T16:00:00+07:00,456,6206455230713
Load,2021-07-25T17:00:00+07:00,491,4086036682129
Load,2021-07-25T18:00:00+07:00,426,8739204406738
Load,2021-07-25T19:00:00+07:00,397,11240205168724
Load,2021-07-25T20:00:00+07:00,356,11210185289383
Load,2021-07-25T21:00:00+07:00,317,1124070286751
Load,2021-07-25T22:00:00+07:00,284,1098956167698
Load,2021-07-25T23:00:00+07:00,275,1077060997486
Load,2021-07-26T00:00:00+07:00,266,10800567269325
Load,2021-07-26T01:00:00+07:00,262,10831448435783
Load,2021-07-26T02:00:00+07:00,265,10802206397057
Load,2021-07-26T03:00:00+07:00,308,1094524860382
Load,2021-07-26T04:00:00+07:00,361,12217661738396
Load,2021-07-26T05:00:00+07:00,380,7443480491638
Load,2021-07-26T06:00:00+07:00,350,86202907562256
Load,2021-07-26T07:00:00+07:00,322,54981231689453
Load,2021-07-26T08:00:00+07:00,281,41239166259766
Load,2021-07-26T09:00:00+07:00,264,35721588134766
Load,2021-07-26T10:00:00+07:00,237,88785552978516
Load,2021-07-26T11:00:00+07:00,219,02510833740234
Load,2021-07-26T12:00:00+07:00,209,23390579223633
Load,2021-07-26T13:00:00+07:00,237,5973663330078
Load,2021-07-26T14:00:00+07:00,283,5987892150879
Load,2021-07-26T15:00:00+07:00,337,42102432250977
Load,2021-07-26T16:00:00+07:00,448,1183614730835
Load,2021-07-26T17:00:00+07:00,461,47884464263916
Load,2021-07-26T18:00:00+07:00,457,19112396240234
Load,2021-07-26T19:00:00+07:00,402,6985583305359
Load,2021-07-26T20:00:00+07:00,368,2364376485348
Load,2021-07-26T21:00:00+07:00,null
Load,2021-07-26T22:00:00+07:00,null
Load,2021-07-26T23:00:00+07:00,null
Load,2021-07-27T00:00:00+07:00,null
Load,2021-07-27T01:00:00+07:00,null
Load,2021-07-27T02:00:00+07:00,null
Load,2021-07-27T03:00:00+07:00,null
Load,2021-07-27T04:00:00+07:00,null
Load,2021-07-27T05:00:00+07:00,380,98067396879196
Load,2021-07-27T06:00:00+07:00,362,0002242922783
Load,2021-07-27T07:00:00+07:00,327,0886421203613
Load,2021-07-27T08:00:00+07:00,285,8903503417969
Load,2021-07-27T09:00:00+07:00,58,687475979328156
Load,2021-07-27T10:00:00+07:00,null
Load,2021-07-27T11:00:00+07:00,null
Load,2021-07-27T12:00:00+07:00,null
Load,2021-07-27T13:00:00+07:00,null
Load,2021-07-27T14:00:00+07:00,null
Load,2021-07-27T15:00:00+07:00,415,8657670915127
Load,2021-07-27T16:00:00+07:00,521,59228515625
Load,2021-07-27T17:00:00+07:00,514,4441318511963
Load,2021-07-27T18:00:00+07:00,454,37427711486816
Load,2021-07-27T19:00:00+07:00,421,21041283011436
Load,2021-07-27T20:00:00+07:00,379,21005114912987
Load,2021-07-27T21:00:00+07:00,336,2118772864342
Load,2021-07-27T22:00:00+07:00,306,21022766828537
Load,2021-07-27T23:00:00+07:00,288,2078302502632
Load,2021-07-28T00:00:00+07:00,274,2085604071617
Load,2021-07-28T01:00:00+07:00,269,2086092233658
Load,2021-07-28T02:00:00+07:00,274,2077439427376
Load,2021-07-28T03:00:00+07:00,304,208975315094
Load,2021-07-28T04:00:00+07:00,379,2180926203728
Load,2021-07-28T05:00:00+07:00,400,04844760894775
Load,2021-07-28T06:00:00+07:00,377,8706645965576
Load,2021-07-28T07:00:00+07:00,347,6828422546387
Load,2021-07-28T08:00:00+07:00,128,61888885498047
Load,2021-07-28T09:00:00+07:00,113,35567474365234
Load,2021-07-28T10:00:00+07:00,121,05798721313477
Load,2021-07-28T11:00:00+07:00,114,38314437866211
Load,2021-07-28T12:00:00+07:00,114,74874114990234
Load,2021-07-28T13:00:00+07:00,313,5632781982422
Load,2021-07-28T14:00:00+07:00,355,9858055114746
Load,2021-07-28T15:00:00+07:00,371,6319007873535
Load,2021-07-28T16:00:00+07:00,487,37602519989014
Load,2021-07-28T17:00:00+07:00,518,1950664520264
Load,2021-07-28T18:00:00+07:00,446,00210332870483
Load,2021-07-28T19:00:00+07:00,423,1328691840172
Load,2021-07-28T20:00:00+07:00,385,1313046514988
Load,2021-07-28T21:00:00+07:00,346,1313046514988
Load,2021-07-28T22:00:00+07:00,303,1326602101326
Load,2021-07-28T23:00:00+07:00,287,1339898407459
Load,2021-07-29T00:00:00+07:00,281,1327363550663
Load,2021-07-29T01:00:00+07:00,270,1327363550663
Load,2021-07-29T02:00:00+07:00,269,13189920783043
Load,2021-07-29T03:00:00+07:00,298,13263899087906
Load,2021-07-29T04:00:00+07:00,365,14479529857635
Load,2021-07-29T05:00:00+07:00,407,9420733451843
Load,2021-07-29T06:00:00+07:00,378,50891304016113
Load,2021-07-29T07:00:00+07:00,135,48473739624023
Load,2021-07-29T08:00:00+07:00,126,31389236450195
Load,2021-07-29T09:00:00+07:00,126,1795883178711
Load,2021-07-29T10:00:00+07:00,118,92031860351562
Load,2021-07-29T11:00:00+07:00,119,84458541870117
Load,2021-07-29T12:00:00+07:00,115,80130004882812
Load,2021-07-29T13:00:00+07:00,115,0022087097168
Load,2021-07-29T14:00:00+07:00,125,74052429199219
Load,2021-07-29T15:00:00+07:00,125,6834602355957
Load,2021-07-29T16:00:00+07:00,203,68934440612793
Load,2021-07-29T17:00:00+07:00,632,4766845703125
Load,2021-07-29T18:00:00+07:00,425,80656337738037
Load,2021-07-29T19:00:00+07:00,381,09873470664024
Load,2021-07-29T20:00:00+07:00,346,09856605529785
Load,2021-07-29T21:00:00+07:00,311,0989587903023
Load,2021-07-29T22:00:00+07:00,279,09773764014244
Load,2021-07-29T23:00:00+07:00,265,09821131825447
Load,2021-07-30T00:00:00+07:00,255,0977828502655
Load,2021-07-30T01:00:00+07:00,245,09928169846535
Load,2021-07-30T02:00:00+07:00,253,10122230648994
Load,2021-07-30T03:00:00+07:00,272,099162876606
Load,2021-07-30T04:00:00+07:00,329,108863055706
Load,2021-07-30T05:00:00+07:00,361,38591146469116
Load,2021-07-30T06:00:00+07:00,315,2652816772461
Load,2021-07-30T07:00:00+07:00,265,96052169799805
Load,2021-07-30T08:00:00+07:00,245,11590957641602
Load,2021-07-30T09:00:00+07:00,-1,3324529528617859
Load,2021-07-30T10:00:00+07:00,150,12894597649574
Load,2021-07-30T11:00:00+07:00,244,1056671142578
Load,2021-07-30T12:00:00+07:00,269,4105529785156
Load,2021-07-30T13:00:00+07:00,309,54787826538086
Load,2021-07-30T14:00:00+07:00,333,2506523132324
Load,2021-07-30T15:00:00+07:00,349,38280868530273
Load,2021-07-30T16:00:00+07:00,529,5280475616455
Load,2021-07-30T17:00:00+07:00,560,6670761108398
Load,2021-07-30T18:00:00+07:00,502,1332206726074
Load,2021-07-30T19:00:00+07:00,463,3929716795683
Load,2021-07-30T20:00:00+07:00,420,39477540552616
Load,2021-07-30T21:00:00+07:00,365,39399345219135
Load,2021-07-30T22:00:00+07:00,330,39402832090855
Load,2021-07-30T23:00:00+07:00,305,39367090165615
Load,2021-07-31T00:00:00+07:00,295,3932800143957
Load,2021-07-31T01:00:00+07:00,290,39487816393375
Load,2021-07-31T02:00:00+07:00,282,3967072814703
Load,2021-07-31T03:00:00+07:00,307,3994000405073
Load,2021-07-31T04:00:00+07:00,397,40613566339016
Load,2021-07-31T05:00:00+07:00,445,76910066604614
Load,2021-07-31T06:00:00+07:00,396,07540798187256
Load,2021-07-31T07:00:00+07:00,349,21559143066406
Load,2021-07-31T08:00:00+07:00,295,8764114379883
Load,2021-07-31T09:00:00+07:00,271,23033142089844
Load,2021-07-31T10:00:00+07:00,237,70932006835938
Load,2021-07-31T11:00:00+07:00,235,3694305419922
Load,2021-07-31T12:00:00+07:00,242,28677368164062
Load,2021-07-31T13:00:00+07:00,249,06758880615234
Load,2021-07-31T14:00:00+07:00,309,8322448730469
Load,2021-07-31T15:00:00+07:00,362,0582365989685
Load,2021-07-31T16:00:00+07:00,478,3748779296875
Load,2021-07-31T17:00:00+07:00,504,73657417297363
Load,2021-07-31T18:00:00+07:00,455,50358963012695
Load,2021-07-31T19:00:00+07:00,411,34641137719154
Load,2021-07-31T20:00:00+07:00,368,3471382558346
Load,2021-07-31T21:00:00+07:00,328,34614938497543
Load,2021-07-31T22:00:00+07:00,301,34394031763077
Load,2021-07-31T23:00:00+07:00,287,34364145994186
Load,2021-08-01T00:00:00+07:00,276,3425054848194
Load,2021-08-01T01:00:00+07:00,271,3425054848194
Load,2021-08-01T02:00:00+07:00,280,343820810318
Load,2021-08-01T03:00:00+07:00,293,3436350822449
Load,2021-08-01T04:00:00+07:00,369,3482617139816
Load,2021-08-01T05:00:00+07:00,384,08592796325684
Load,2021-08-01T06:00:00+07:00,325,1036682128906
Load,2021-08-01T07:00:00+07:00,292,341796875
Load,2021-08-01T08:00:00+07:00,285,7897319793701
Load,2021-08-01T09:00:00+07:00,287,58473777770996
Load,2021-08-01T10:00:00+07:00,261,3191223144531
Load,2021-08-01T11:00:00+07:00,241,20037078857422
Load,2021-08-01T12:00:00+07:00,235,08990478515625
Load,2021-08-01T13:00:00+07:00,269,36305236816406
Load,2021-08-01T14:00:00+07:00,316,31557846069336
Load,2021-08-01T15:00:00+07:00,350,2710124850273
Load,2021-08-01T16:00:00+07:00,500,02481842041016
Load,2021-08-01T17:00:00+07:00,517,1771697998047
Load,2021-08-01T18:00:00+07:00,455,4090223312378
Load,2021-08-01T19:00:00+07:00,419,260439991951
Load,2021-08-01T20:00:00+07:00,375,26112085580826
Load,2021-08-01T21:00:00+07:00,329,2599539756775
Load,2021-08-01T22:00:00+07:00,307,258132815361
Load,2021-08-01T23:00:00+07:00,291,25573298335075
Load,2021-08-02T00:00:00+07:00,275,25394505262375
Load,2021-08-02T01:00:00+07:00,279,25460663437843
Load,2021-08-02T02:00:00+07:00,281,25560611486435
Load,2021-08-02T03:00:00+07:00,314,2544266283512
Load,2021-08-02T04:00:00+07:00,393,26901119947433
Load,2021-08-02T05:00:00+07:00,418,88774585723877
Load,2021-08-02T06:00:00+07:00,367,4173393249512
Load,2021-08-02T07:00:00+07:00,339,8597221374512
Load,2021-08-02T08:00:00+07:00,298,60387420654297
Load,2021-08-02T09:00:00+07:00,118,4875717163086
Load,2021-08-02T10:00:00+07:00,257,26173400878906
Load,2021-08-02T11:00:00+07:00,112,693199634552
Load,2021-08-02T12:00:00+07:00,247,82111740112305
Load,2021-08-02T13:00:00+07:00,295,42847442626953
Load,2021-08-02T14:00:00+07:00,316,90802001953125
Load,2021-08-02T15:00:00+07:00,366,72175216674805
Load,2021-08-02T16:00:00+07:00,491,65405654907227
Load,2021-08-02T17:00:00+07:00,508,88349533081055
Load,2021-08-02T18:00:00+07:00,458,1423053741455
Load,2021-08-02T19:00:00+07:00,423,12419775128365
Load,2021-08-02T20:00:00+07:00,388,12335443496704
Load,2021-08-02T21:00:00+07:00,345,12395495176315
Load,2021-08-02T22:00:00+07:00,320,1220631599426
Load,2021-08-02T23:00:00+07:00,293,12019738554955
Load,2021-08-03T00:00:00+07:00,284,11953818798065
Load,2021-08-03T01:00:00+07:00,276,119333088398
Load,2021-08-03T02:00:00+07:00,279,12049382925034
Load,2021-08-03T03:00:00+07:00,317,11953485012054
Load,2021-08-03T04:00:00+07:00,367,13348400592804
Load,2021-08-03T05:00:00+07:00,417,4950375556946
Load,2021-08-03T06:00:00+07:00,381,4273376464844
Load,2021-08-03T07:00:00+07:00,67,83818477392197
Load,2021-08-03T08:00:00+07:00,null
Load,2021-08-03T09:00:00+07:00,null
Load,2021-08-03T10:00:00+07:00,null
Load,2021-08-03T11:00:00+07:00,null
Load,2021-08-03T12:00:00+07:00,null
Load,2021-08-03T13:00:00+07:00,null
Load,2021-08-03T14:00:00+07:00,null
Load,2021-08-03T15:00:00+07:00,407,7293071746826
Load,2021-08-03T16:00:00+07:00,565,3793258666992
Load,2021-08-03T17:00:00+07:00,586,7589340209961
Load,2021-08-03T18:00:00+07:00,503,29336738586426
Load,2021-08-03T19:00:00+07:00,448,4075158238411
Load,2021-08-03T20:00:00+07:00,411,4103933274746
Load,2021-08-03T21:00:00+07:00,364,41086438298225
Load,2021-08-03T22:00:00+07:00,324,4087443947792
Load,2021-08-03T23:00:00+07:00,310,40750446915627
Load,2021-08-04T00:00:00+07:00,295,4106277525425
Load,2021-08-04T01:00:00+07:00,289,41038435697556
Load,2021-08-04T02:00:00+07:00,289,409407556057
Load,2021-08-04T03:00:00+07:00,335,41015625
Load,2021-08-04T04:00:00+07:00,401,4243583083153
Load,2021-08-04T05:00:00+07:00,432,23685359954834
Load,2021-08-04T06:00:00+07:00,387,2034959793091
Load,2021-08-04T07:00:00+07:00,129,4388027191162
Load,2021-08-04T08:00:00+07:00,124,25838851928711
Load,2021-08-04T09:00:00+07:00,119,81928253173828
Load,2021-08-04T10:00:00+07:00,119,51060104370117
Load,2021-08-04T11:00:00+07:00,117,20697784423828
Load,2021-08-04T12:00:00+07:00,114,93082427978516
Load,2021-08-04T13:00:00+07:00,111,1519775390625
Load,2021-08-04T14:00:00+07:00,254,86455535888672
Load,2021-08-04T15:00:00+07:00,427,02416038513184
Load,2021-08-04T16:00:00+07:00,532,1498394012451
Load,2021-08-04T17:00:00+07:00,552,9160766601562
Load,2021-08-04T18:00:00+07:00,504,7947769165039
Load,2021-08-04T19:00:00+07:00,457,1461522579193
Load,2021-08-04T20:00:00+07:00,415,14544877409935
Load,2021-08-04T21:00:00+07:00,362,145291775465
Load,2021-08-04T22:00:00+07:00,326,14314633607864
Load,2021-08-04T23:00:00+07:00,305,14092496037483
Load,2021-08-05T00:00:00+07:00,299,1410913169384
Load,2021-08-05T01:00:00+07:00,287,1408559381962
Load,2021-08-05T02:00:00+07:00,290,14070054888725
Load,2021-08-05T03:00:00+07:00,321,13846081495285
Load,2021-08-05T04:00:00+07:00,410,15003472566605
Load,2021-08-05T05:00:00+07:00,460,8893713951111
Load,2021-08-05T06:00:00+07:00,387,2432670593262
Load,2021-08-05T07:00:00+07:00,317,9662437438965
Load,2021-08-05T08:00:00+07:00,276,95086097717285
Load,2021-08-05T09:00:00+07:00,276,26332092285156
Load,2021-08-05T10:00:00+07:00,243,00672149658203
Load,2021-08-05T11:00:00+07:00,222,6013709306717
Load,2021-08-05T12:00:00+07:00,217,0616455078125
Load,2021-08-05T13:00:00+07:00,248,0115623474121
Load,2021-08-05T14:00:00+07:00,317,9278259277344
Load,2021-08-05T15:00:00+07:00,345,85471534729004
Load,2021-08-05T16:00:00+07:00,464,02355194091797
Load,2021-08-05T17:00:00+07:00,494,9586715698242
Load,2021-08-05T18:00:00+07:00,450,49999618530273
Load,2021-08-05T19:00:00+07:00,406,40034152567387
Load,2021-08-05T20:00:00+07:00,369,3984608799219
Load,2021-08-05T21:00:00+07:00,328,4024526029825
Load,2021-08-05T22:00:00+07:00,305,39972354471684
Load,2021-08-05T23:00:00+07:00,288,40128026902676
Load,2021-08-06T00:00:00+07:00,null
Load,2021-08-06T01:00:00+07:00,null
Load,2021-08-06T02:00:00+07:00,null
Load,2021-08-06T03:00:00+07:00,298,3953643888235
Load,2021-08-06T04:00:00+07:00,371,4040807634592
Load,2021-08-06T05:00:00+07:00,413,2541584968567
Load,2021-08-06T06:00:00+07:00,376,4676208496094
Load,2021-08-06T07:00:00+07:00,339,80494689941406
Load,2021-08-06T08:00:00+07:00,292,64026260375977
Load,2021-08-06T09:00:00+07:00,254,30853652954102
Load,2021-08-06T10:00:00+07:00,233,2838478088379
Load,2021-08-06T11:00:00+07:00,220,58481216430664
Load,2021-08-06T12:00:00+07:00,224,61238479614258
Load,2021-08-06T13:00:00+07:00,233,97798919677734
Load,2021-08-06T14:00:00+07:00,263,16136169433594
Load,2021-08-06T15:00:00+07:00,309,5733242034912
Load,2021-08-06T16:00:00+07:00,474,0730781555176
Load,2021-08-06T17:00:00+07:00,499,693904876709
Load,2021-08-06T18:00:00+07:00,437,8186273574829
Load,2021-08-06T19:00:00+07:00,394,40370248258114
Load,2021-08-06T20:00:00+07:00,363,4018136113882
Load,2021-08-06T21:00:00+07:00,323,4065993875265
Load,2021-08-06T22:00:00+07:00,298,40807251632214
Load,2021-08-06T23:00:00+07:00,290,40807251632214
Load,2021-08-07T00:00:00+07:00,281,4087860137224
Load,2021-08-07T01:00:00+07:00,280,40944992005825
Load,2021-08-07T02:00:00+07:00,280,41031025350094
Load,2021-08-07T03:00:00+07:00,304,4100411385298
Load,2021-08-07T04:00:00+07:00,360,42012409865856
Load,2021-08-07T05:00:00+07:00,398,20309257507324
Load,2021-08-07T06:00:00+07:00,162,025484085083
Load,2021-08-07T07:00:00+07:00,324,4698028564453
Load,2021-08-07T08:00:00+07:00,309,5067367553711
Load,2021-08-07T09:00:00+07:00,281,43372344970703
Load,2021-08-07T10:00:00+07:00,255,32207870483398
Load,2021-08-07T11:00:00+07:00,231,20731353759766
Load,2021-08-07T12:00:00+07:00,238,02376556396484
Load,2021-08-07T13:00:00+07:00,256,7846450805664
Load,2021-08-07T14:00:00+07:00,283,7217903137207
Load,2021-08-07T15:00:00+07:00,308,9095287322998
Load,2021-08-07T16:00:00+07:00,432,9070014953613
Load,2021-08-07T17:00:00+07:00,463,5111598968506
Load,2021-08-07T18:00:00+07:00,413,6650228500366
Load,2021-08-07T19:00:00+07:00,384,1748849749565
Load,2021-08-07T20:00:00+07:00,371,174133002758
Load,2021-08-07T21:00:00+07:00,null
Load,2021-08-07T22:00:00+07:00,null
Load,2021-08-07T23:00:00+07:00,null
Load,2021-08-08T00:00:00+07:00,null
Load,2021-08-08T01:00:00+07:00,null
Load,2021-08-08T02:00:00+07:00,null
Load,2021-08-08T03:00:00+07:00,null
Load,2021-08-08T04:00:00+07:00,null
Load,2021-08-08T05:00:00+07:00,null
Load,2021-08-08T06:00:00+07:00,null
Load,2021-08-08T07:00:00+07:00,285,22264862060547
Load,2021-08-08T08:00:00+07:00,275,18603515625
Load,2021-08-08T09:00:00+07:00,256,39857482910156
Load,2021-08-08T10:00:00+07:00,152,3342056274414
Load,2021-08-08T11:00:00+07:00,142,9009838104248
Load,2021-08-08T12:00:00+07:00,140,674560546875
Load,2021-08-08T13:00:00+07:00,289,4124221801758
Load,2021-08-08T14:00:00+07:00,321,1908874511719
Load,2021-08-08T15:00:00+07:00,360,27466773986816
Load,2021-08-08T16:00:00+07:00,469,8288154602051
Load,2021-08-08T17:00:00+07:00,510,7942485809326
Load,2021-08-08T18:00:00+07:00,448,4210376739502
Load,2021-08-08T19:00:00+07:00,412,1396280527115
Load,2021-08-08T20:00:00+07:00,366,13834926486015
Load,2021-08-08T21:00:00+07:00,324,1370035111904
Load,2021-08-08T22:00:00+07:00,303,1363066136837
Load,2021-08-08T23:00:00+07:00,282,1373944282532
Load,2021-08-09T00:00:00+07:00,267,13587018847466
Load,2021-08-09T01:00:00+07:00,267,13587018847466
Load,2021-08-09T02:00:00+07:00,268,13690108060837
Load,2021-08-09T03:00:00+07:00,294,1354550719261
Load,2021-08-09T04:00:00+07:00,381,1450659930706
Load,2021-08-09T05:00:00+07:00,397,6403102874756
Load,2021-08-09T06:00:00+07:00,386,4144477844238
Load,2021-08-09T07:00:00+07:00,353,0653648376465
Load,2021-08-09T08:00:00+07:00,300,0806655883789
Load,2021-08-09T09:00:00+07:00,284,6850115954876
Load,2021-08-09T10:00:00+07:00,null
Load,2021-08-09T11:00:00+07:00,null
Load,2021-08-09T12:00:00+07:00,null
Load,2021-08-09T13:00:00+07:00,null
Load,2021-08-09T14:00:00+07:00,null
Load,2021-08-09T15:00:00+07:00,null
Load,2021-08-09T16:00:00+07:00,577,0663795471191
Load,2021-08-09T17:00:00+07:00,563,4404201507568
Load,2021-08-09T18:00:00+07:00,492,35715886950493
Load,2021-08-09T19:00:00+07:00,451,3221721947193
Load,2021-08-09T20:00:00+07:00,398,32363030314445
Load,2021-08-09T21:00:00+07:00,350,32226145267487
Load,2021-08-09T22:00:00+07:00,321,32204657793045
Load,2021-08-09T23:00:00+07:00,296,3229765892029
Load,2021-08-10T00:00:00+07:00,285,3229765892029
Load,2021-08-10T01:00:00+07:00,281,32363948225975
Load,2021-08-10T02:00:00+07:00,282,3238470554352
Load,2021-08-10T03:00:00+07:00,306,3238470554352
Load,2021-08-10T04:00:00+07:00,315,3238470554352
Load,2021-08-10T05:00:00+07:00,null
Load,2021-08-10T06:00:00+07:00,null
Load,2021-08-10T07:00:00+07:00,null
Load,2021-08-10T08:00:00+07:00,null
Load,2021-08-10T09:00:00+07:00,null
Load,2021-08-10T10:00:00+07:00,null
Load,2021-08-10T11:00:00+07:00,null
Load,2021-08-10T12:00:00+07:00,null
Load,2021-08-10T13:00:00+07:00,null
Load,2021-08-10T14:00:00+07:00,null
Load,2021-08-10T15:00:00+07:00,null
Load,2021-08-10T16:00:00+07:00,null
Load,2021-08-10T17:00:00+07:00,null
